state,year,crime,rate,year_one,year_two
Florida,2018,MNM,10.80,3279.20,3117.20
Florida,2017,RRD,74.60,3279.20,3117.20
Florida,2018,RRD,73.80,3279.20,3117.20
Florida,2017,ROB,208.80,3279.20,3117.20
Florida,2018,ROB,195.80,3279.20,3117.20
Florida,2017,AGA,631.20,3279.20,3117.20
Florida,2018,AGA,580.40,3279.20,3117.20
Florida,2017,BUR,1079.40,3279.20,3117.20
Florida,2018,BUR,973.40,3279.20,3117.20
Florida,2017,LAT,4152.60,3279.20,3117.20
Florida,2018,LAT,3981.60,3279.20,3117.20
Florida,2017,MVT,401.60,3279.20,3117.20
Florida,2018,MVT,418.60,3279.20,3117.20
Georgia,2017,MNM,12.20,3479.70,3401.90
Georgia,2018,MNM,13.20,3479.70,3401.90
Georgia,2017,RRD,63.80,3479.70,3401.90
Georgia,2018,RRD,68.00,3479.70,3401.90
Georgia,2017,ROB,246.00,3479.70,3401.90
Georgia,2018,ROB,236.80,3479.70,3401.90
Georgia,2017,AGA,440.60,3479.70,3401.90
Georgia,2018,AGA,477.00,3479.70,3401.90
Georgia,2017,BUR,1336.40,3479.70,3401.90
Georgia,2018,BUR,1228.80,3479.70,3401.90
Georgia,2017,LAT,4328.00,3479.70,3401.90
Georgia,2018,LAT,4260.20,3479.70,3401.90
Georgia,2017,MVT,532.40,3479.70,3401.90
Georgia,2018,MVT,519.80,3479.70,3401.90
Maryland,2017,MNM,18.00,2848.00,2756.50
Maryland,2018,MNM,16.00,2848.00,2756.50
Maryland,2017,RRD,57.20,2848.00,2756.50
Maryland,2018,RRD,58.40,2848.00,2756.50
Maryland,2017,ROB,337.40,2848.00,2756.50
Maryland,2018,ROB,342.00,2848.00,2756.50
Maryland,2017,AGA,527.80,2848.00,2756.50
Maryland,2018,AGA,527.60,2848.00,2756.50
Maryland,2017,BUR,881.80,2848.00,2756.50
Maryland,2018,BUR,820.80,2848.00,2756.50
Maryland,2017,LAT,3426.20,2848.00,2756.50
Maryland,2018,LAT,3354.80,2848.00,2756.50
Maryland,2017,MVT,447.60,2848.00,2756.50
Maryland,2018,MVT,393.40,2848.00,2756.50
North Carolina,2017,MNM,10.40,3095.70,3109.70
North Carolina,2018,MNM,13.40,3095.70,3109.70
North Carolina,2017,RRD,51.60,3095.70,3109.70
North Carolina,2018,RRD,56.20,3095.70,3109.70
North Carolina,2017,ROB,175.80,3095.70,3109.70
North Carolina,2018,ROB,184.00,3095.70,3109.70
North Carolina,2017,AGA,454.60,3095.70,3109.70
North Carolina,2018,AGA,491.00,3095.70,3109.70
North Carolina,2017,BUR,1490.00,3095.70,3109.70
North Carolina,2018,BUR,1420.80,3095.70,3109.70
North Carolina,2017,LAT,3741.40,3095.70,3109.70
North Carolina,2018,LAT,3752.40,3095.70,3109.70
North Carolina,2017,MVT,267.60,3095.70,3109.70
North Carolina,2018,MVT,301.60,3095.70,3109.70
South Carolina,2017,MNM,16.60,3826.00,3745.60
South Carolina,2018,MNM,14.80,3826.00,3745.60
South Carolina,2017,RRD,99.60,3826.00,3745.60
South Carolina,2018,RRD,96.20,3826.00,3745.60
South Carolina,2017,ROB,161.40,3826.00,3745.60
South Carolina,2018,ROB,162.60,3826.00,3745.60
South Carolina,2017,AGA,721.20,3826.00,3745.60
South Carolina,2018,AGA,730.00,3826.00,3745.60
South Carolina,2017,BUR,1427.80,3826.00,3745.60
South Carolina,2018,BUR,1329.40,3826.00,3745.60
South Carolina,2017,LAT,4689.80,3826.00,3745.60
South Carolina,2018,LAT,4597.00,3826.00,3745.60
South Carolina,2017,MVT,535.60,3826.00,3745.60
South Carolina,2018,MVT,561.20,3826.00,3745.60
Virginia,2017,MNM,9.40,2085.60,2077.10
Virginia,2018,MNM,11.60,2085.60,2077.10
Virginia,2017,RRD,59.80,2085.60,2077.10
Virginia,2018,RRD,65.00,2085.60,2077.10
Virginia,2017,ROB,106.60,2085.60,2077.10
Virginia,2018,ROB,114.20,2085.60,2077.10
Virginia,2017,AGA,223.60,2085.60,2077.10
Virginia,2018,AGA,244.40,2085.60,2077.10
Virginia,2017,BUR,514.80,2085.60,2077.10
Virginia,2018,BUR,476.00,2085.60,2077.10
Virginia,2017,LAT,3061.00,2085.60,2077.10
Virginia,2018,LAT,3010.20,2085.60,2077.10
Virginia,2017,MVT,196.00,2085.60,2077.10
Virginia,2018,MVT,232.80,2085.60,2077.10
West Virginia,2017,MNM,9.20,2449.20,2405.30
West Virginia,2018,MNM,8.80,2449.20,2405.30
West Virginia,2017,RRD,77.20,2449.20,2405.30
West Virginia,2018,RRD,71.80,2449.20,2405.30
West Virginia,2017,ROB,85.00,2449.20,2405.30
West Virginia,2018,ROB,78.60,2449.20,2405.30
West Virginia,2017,AGA,523.60,2449.20,2405.30
West Virginia,2018,AGA,557.00,2449.20,2405.30
West Virginia,2017,BUR,1028.40,2449.20,2405.30
West Virginia,2018,BUR,1015.80,2449.20,2405.30
West Virginia,2017,LAT,2931.40,2449.20,2405.30
West Virginia,2018,LAT,2804.60,2449.20,2405.30
West Virginia,2017,MVT,243.60,2449.20,2405.30
West Virginia,2018,MVT,274.00,2449.20,2405.30
Alabama,2017,MNM,14.40,3455.90,3480.30
Alabama,2018,MNM,16.80,3455.90,3480.30
Alabama,2017,RRD,84.00,3455.90,3480.30
Alabama,2018,RRD,78.80,3455.90,3480.30
Alabama,2017,ROB,190.00,3455.90,3480.30
Alabama,2018,ROB,192.80,3455.90,3480.30
Alabama,2017,AGA,657.60,3455.90,3480.30
Alabama,2018,AGA,776.40,3455.90,3480.30
Alabama,2017,BUR,1453.00,3455.90,3480.30
Alabama,2018,BUR,1401.00,3455.90,3480.30
Alabama,2017,LAT,4086.80,3455.90,3480.30
Alabama,2018,LAT,4012.60,3455.90,3480.30
Alabama,2017,MVT,426.00,3455.90,3480.30
Alabama,2018,MVT,482.20,3455.90,3480.30
Kentucky,2017,MNM,9.80,2428.10,2422.10
Kentucky,2018,MNM,11.80,2428.10,2422.10
Kentucky,2017,RRD,74.40,2428.10,2422.10
Kentucky,2018,RRD,74.00,2428.10,2422.10
Kentucky,2017,ROB,149.80,2428.10,2422.10
Kentucky,2018,ROB,151.80,2428.10,2422.10
Kentucky,2017,AGA,213.00,2428.10,2422.10
Kentucky,2018,AGA,227.00,2428.10,2422.10
Kentucky,2017,BUR,1018.20,2428.10,2422.10
Kentucky,2018,BUR,939.20,2428.10,2422.10
Kentucky,2017,LAT,3035.00,2428.10,2422.10
Kentucky,2018,LAT,2994.80,2428.10,2422.10
Kentucky,2017,MVT,356.00,2428.10,2422.10
Kentucky,2018,MVT,445.60,2428.10,2422.10
Mississippi,2017,MNM,17.00,3143.60,3048.70
Mississippi,2018,MNM,16.00,3143.60,3048.70
Mississippi,2017,RRD,77.40,3143.60,3048.70
Mississippi,2018,RRD,85.40,3143.60,3048.70
Mississippi,2017,ROB,154.60,3143.60,3048.70
Mississippi,2018,ROB,160.40,3143.60,3048.70
Mississippi,2017,AGA,298.80,3143.60,3048.70
Mississippi,2018,AGA,299.20,3143.60,3048.70
Mississippi,2017,BUR,1677.20,3143.60,3048.70
Mississippi,2018,BUR,1562.80,3143.60,3048.70
Mississippi,2017,LAT,3776.40,3143.60,3048.70
Mississippi,2018,LAT,3684.20,3143.60,3048.70
Mississippi,2017,MVT,285.80,3143.60,3048.70
Mississippi,2018,MVT,289.40,3143.60,3048.70
Tennessee,2017,MNM,12.60,3591.50,3487.00
Tennessee,2018,MNM,14.60,3591.50,3487.00
Tennessee,2017,RRD,85.00,3591.50,3487.00
Tennessee,2018,RRD,81.60,3591.50,3487.00
Tennessee,2017,ROB,227.40,3591.50,3487.00
Tennessee,2018,ROB,235.00,3591.50,3487.00
Tennessee,2017,AGA,912.80,3591.50,3487.00
Tennessee,2018,AGA,934.60,3591.50,3487.00
Tennessee,2017,BUR,1326.80,3591.50,3487.00
Tennessee,2018,BUR,1212.20,3591.50,3487.00
Tennessee,2017,LAT,4223.20,3591.50,3487.00
Tennessee,2018,LAT,4041.40,3591.50,3487.00
Tennessee,2017,MVT,395.20,3591.50,3487.00
Tennessee,2018,MVT,454.60,3591.50,3487.00
Arkansas,2017,MNM,12.60,3800.00,3819.30
Arkansas,2018,MNM,14.40,3800.00,3819.30
Arkansas,2017,RRD,134.80,3800.00,3819.30
Arkansas,2018,RRD,143.40,3800.00,3819.30
Arkansas,2017,ROB,142.20,3800.00,3819.30
Arkansas,2018,ROB,141.80,3800.00,3819.30
Arkansas,2017,AGA,769.40,3800.00,3819.30
Arkansas,2018,AGA,802.00,3800.00,3819.30
Arkansas,2017,BUR,1534.80,3800.00,3819.30
Arkansas,2018,BUR,1591.00,3800.00,3819.30
Arkansas,2017,LAT,4615.40,3800.00,3819.30
Arkansas,2018,LAT,4467.20,3800.00,3819.30
Arkansas,2017,MVT,390.80,3800.00,3819.30
Arkansas,2018,MVT,478.80,3800.00,3819.30
Louisiana,2017,MNM,21.00,3917.50,3863.70
Louisiana,2018,MNM,23.60,3917.50,3863.70
Louisiana,2017,RRD,74.20,3917.50,3863.70
Louisiana,2018,RRD,77.60,3917.50,3863.70
Louisiana,2017,ROB,238.20,3917.50,3863.70
Louisiana,2018,ROB,238.20,3917.50,3863.70
Louisiana,2017,AGA,746.00,3917.50,3863.70
Louisiana,2018,AGA,792.80,3917.50,3863.70
Louisiana,2017,BUR,1518.80,3917.50,3863.70
Louisiana,2018,BUR,1481.00,3917.50,3863.70
Louisiana,2017,LAT,4820.00,3917.50,3863.70
Louisiana,2018,LAT,4672.60,3917.50,3863.70
Louisiana,2017,MVT,416.80,3917.50,3863.70
Louisiana,2018,MVT,441.60,3917.50,3863.70
Oklahoma,2017,MNM,12.20,3347.40,3432.70
Oklahoma,2018,MNM,12.40,3347.40,3432.70
Oklahoma,2017,RRD,100.00,3347.40,3432.70
Oklahoma,2018,RRD,104.00,3347.40,3432.70
Oklahoma,2017,ROB,154.40,3347.40,3432.70
Oklahoma,2018,ROB,161.20,3347.40,3432.70
Oklahoma,2017,AGA,590.40,3347.40,3432.70
Oklahoma,2018,AGA,622.00,3347.40,3432.70
Oklahoma,2017,BUR,1473.20,3347.40,3432.70
Oklahoma,2018,BUR,1483.40,3347.40,3432.70
Oklahoma,2017,LAT,3822.40,3347.40,3432.70
Oklahoma,2018,LAT,3862.80,3347.40,3432.70
Oklahoma,2017,MVT,542.20,3347.40,3432.70
Oklahoma,2018,MVT,619.60,3347.40,3432.70
Texas,2017,MNM,9.60,3253.50,3194.20
Texas,2018,MNM,10.60,3253.50,3194.20
Texas,2017,RRD,89.80,3253.50,3194.20
Texas,2018,RRD,96.00,3253.50,3194.20
Texas,2017,ROB,232.80,3253.50,3194.20
Texas,2018,ROB,239.20,3253.50,3194.20
Texas,2017,AGA,493.20,3253.50,3194.20
Texas,2018,AGA,523.20,3253.50,3194.20
Texas,2017,BUR,1116.00,3253.50,3194.20
Texas,2018,BUR,1067.60,3253.50,3194.20
Texas,2017,LAT,4073.40,3253.50,3194.20
Texas,2018,LAT,3956.20,3253.50,3194.20
Texas,2017,MVT,492.20,3253.50,3194.20
Texas,2018,MVT,495.60,3253.50,3194.20
Arizona,2017,MNM,9.00,3449.20,3448.50
Arizona,2018,MNM,11.00,3449.20,3448.50
Arizona,2017,RRD,91.20,3449.20,3448.50
Arizona,2018,RRD,95.00,3449.20,3448.50
Arizona,2017,ROB,186.60,3449.20,3448.50
Arizona,2018,ROB,203.60,3449.20,3448.50
Arizona,2017,AGA,533.80,3449.20,3448.50
Arizona,2018,AGA,630.80,3449.20,3448.50
Arizona,2017,BUR,1115.00,3449.20,3448.50
Arizona,2018,BUR,1088.80,3449.20,3448.50
Arizona,2017,LAT,4470.40,3449.20,3448.50
Arizona,2018,LAT,4336.20,3449.20,3448.50
Arizona,2017,MVT,492.40,3449.20,3448.50
Arizona,2018,MVT,531.60,3449.20,3448.50
Colorado,2017,MNM,6.40,2961.90,3083.40
Colorado,2018,MNM,7.40,2961.90,3083.40
Colorado,2017,RRD,122.20,2961.90,3083.40
Colorado,2018,RRD,128.40,2961.90,3083.40
Colorado,2017,ROB,121.60,2961.90,3083.40
Colorado,2018,ROB,127.40,2961.90,3083.40
Colorado,2017,AGA,386.60,2961.90,3083.40
Colorado,2018,AGA,422.20,2961.90,3083.40
Colorado,2017,BUR,862.20,2961.90,3083.40
Colorado,2018,BUR,862.80,2961.90,3083.40
Colorado,2017,LAT,3836.80,2961.90,3083.40
Colorado,2018,LAT,3910.60,2961.90,3083.40
Colorado,2017,MVT,588.00,2961.90,3083.40
Colorado,2018,MVT,708.00,2961.90,3083.40
Idaho,2017,MNM,3.80,1966.70,1974.50
Idaho,2018,MNM,5.80,1966.70,1974.50
Idaho,2017,RRD,85.00,1966.70,1974.50
Idaho,2018,RRD,85.40,1966.70,1974.50
Idaho,2017,ROB,23.20,1966.70,1974.50
Idaho,2018,ROB,25.40,1966.70,1974.50
Idaho,2017,AGA,322.80,1966.70,1974.50
Idaho,2018,AGA,344.00,1966.70,1974.50
Idaho,2017,BUR,741.00,1966.70,1974.50
Idaho,2018,BUR,750.80,1966.70,1974.50
Idaho,2017,LAT,2531.00,1966.70,1974.50
Idaho,2018,LAT,2490.80,1966.70,1974.50
Idaho,2017,MVT,226.60,1966.70,1974.50
Idaho,2018,MVT,246.80,1966.70,1974.50
Montana,2017,MNM,7.40,2996.10,3051.80
Montana,2018,MNM,7.00,2996.10,3051.80
Montana,2017,RRD,110.80,2996.10,3051.80
Montana,2018,RRD,110.80,2996.10,3051.80
Montana,2017,ROB,40.60,2996.10,3051.80
Montana,2018,ROB,51.00,2996.10,3051.80
Montana,2017,AGA,547.80,2996.10,3051.80
Montana,2018,AGA,567.80,2996.10,3051.80
Montana,2017,BUR,753.20,2996.10,3051.80
Montana,2018,BUR,754.80,2996.10,3051.80
Montana,2017,LAT,4062.80,2996.10,3051.80
Montana,2018,LAT,4086.00,2996.10,3051.80
Montana,2017,MVT,469.60,2996.10,3051.80
Montana,2018,MVT,526.20,2996.10,3051.80
Nevada,2017,MNM,12.40,3372.50,3264.50
Nevada,2018,MNM,15.20,3372.50,3264.50
Nevada,2017,RRD,117.00,3372.50,3264.50
Nevada,2018,RRD,117.80,3372.50,3264.50
Nevada,2017,ROB,436.00,3372.50,3264.50
Nevada,2018,ROB,431.20,3372.50,3264.50
Nevada,2017,AGA,829.80,3372.50,3264.50
Nevada,2018,AGA,791.80,3372.50,3264.50
Nevada,2017,BUR,1550.80,3372.50,3264.50
Nevada,2018,BUR,1282.20,3372.50,3264.50
Nevada,2017,LAT,3011.80,3372.50,3264.50
Nevada,2018,LAT,2994.20,3372.50,3264.50
Nevada,2017,MVT,787.20,3372.50,3264.50
Nevada,2018,MVT,896.60,3372.50,3264.50
New Mexico,2017,MNM,11.20,4368.80,4639.60
New Mexico,2018,MNM,13.40,4368.80,4639.60
New Mexico,2017,RRD,159.80,4368.80,4639.60
New Mexico,2018,RRD,146.60,4368.80,4639.60
New Mexico,2017,ROB,239.00,4368.80,4639.60
New Mexico,2018,ROB,263.00,4368.80,4639.60
New Mexico,2017,AGA,904.40,4368.80,4639.60
New Mexico,2018,AGA,982.00,4368.80,4639.60
New Mexico,2017,BUR,1642.40,4368.80,4639.60
New Mexico,2018,BUR,1660.80,4368.80,4639.60
New Mexico,2017,LAT,4949.80,4368.80,4639.60
New Mexico,2018,LAT,5084.80,4368.80,4639.60
New Mexico,2017,MVT,831.00,4368.80,4639.60
New Mexico,2018,MVT,1128.60,4368.80,4639.60
Utah,2017,MNM,3.80,3241.30,3194.40
Utah,2018,MNM,4.80,3241.30,3194.40
Utah,2017,RRD,114.00,3241.30,3194.40
Utah,2018,RRD,99.60,3241.30,3194.40
Utah,2017,ROB,88.80,3241.30,3194.40
Utah,2018,ROB,101.00,3241.30,3194.40
Utah,2017,AGA,270.80,3241.30,3194.40
Utah,2018,AGA,280.20,3241.30,3194.40
Utah,2017,BUR,843.00,3241.30,3194.40
Utah,2018,BUR,841.40,3241.30,3194.40
Utah,2017,LAT,4578.60,3241.30,3194.40
Utah,2018,LAT,4446.40,3241.30,3194.40
Utah,2017,MVT,583.60,3241.30,3194.40
Utah,2018,MVT,615.40,3241.30,3194.40
Wyoming,2017,MNM,5.40,2122.80,2201.50
Wyoming,2018,MNM,6.80,2122.80,2201.50
Wyoming,2017,RRD,58.40,2122.80,2201.50
Wyoming,2018,RRD,70.00,2122.80,2201.50
Wyoming,2017,ROB,20.20,2122.80,2201.50
Wyoming,2018,ROB,20.20,2122.80,2201.50
Wyoming,2017,AGA,359.40,2122.80,2201.50
Wyoming,2018,AGA,391.40,2122.80,2201.50
Wyoming,2017,BUR,600.80,2122.80,2201.50
Wyoming,2018,BUR,605.00,2122.80,2201.50
Wyoming,2017,LAT,2999.60,2122.80,2201.50
Wyoming,2018,LAT,3036.40,2122.80,2201.50
Wyoming,2017,MVT,201.80,2122.80,2201.50
Wyoming,2018,MVT,273.20,2122.80,2201.50
Alaska,2017,MNM,16.00,3551.10,4157.20
Alaska,2018,MNM,14.00,3551.10,4157.20
Alaska,2017,RRD,244.00,3551.10,4157.20
Alaska,2018,RRD,283.80,3551.10,4157.20
Alaska,2017,ROB,206.40,3551.10,4157.20
Alaska,2018,ROB,229.20,3551.10,4157.20
Alaska,2017,AGA,995.20,3551.10,4157.20
Alaska,2018,AGA,1081.20,3551.10,4157.20
Alaska,2017,BUR,951.80,3551.10,4157.20
Alaska,2018,BUR,1092.60,3551.10,4157.20
Alaska,2017,LAT,4134.20,3551.10,4157.20
Alaska,2018,LAT,4789.40,3551.10,4157.20
Alaska,2017,MVT,554.60,3551.10,4157.20
Alaska,2018,MVT,824.20,3551.10,4157.20
California,2017,MNM,9.60,3056.40,2998.40
California,2018,MNM,9.80,3056.40,2998.40
California,2017,RRD,65.80,3056.40,2998.40
California,2018,RRD,69.80,3056.40,2998.40
California,2017,ROB,271.20,3056.40,2998.40
California,2018,ROB,279.20,3056.40,2998.40
California,2017,AGA,509.60,3056.40,2998.40
California,2018,AGA,531.80,3056.40,2998.40
California,2017,BUR,1012.40,3056.40,2998.40
California,2018,BUR,959.60,3056.40,2998.40
California,2017,LAT,3367.20,3056.40,2998.40
California,2018,LAT,3246.00,3056.40,2998.40
California,2017,MVT,877.00,3056.40,2998.40
California,2018,MVT,900.60,3056.40,2998.40
Hawaii,2017,MNM,4.00,3432.50,3302.00
Hawaii,2018,MNM,5.00,3432.50,3302.00
Hawaii,2017,RRD,75.60,3432.50,3302.00
Hawaii,2018,RRD,86.60,3432.50,3302.00
Hawaii,2017,ROB,152.20,3432.50,3302.00
Hawaii,2018,ROB,139.20,3432.50,3302.00
Hawaii,2017,AGA,263.60,3432.50,3302.00
Hawaii,2018,AGA,387.60,3432.50,3302.00
Hawaii,2017,BUR,955.60,3432.50,3302.00
Hawaii,2018,BUR,842.40,3432.50,3302.00
Hawaii,2017,LAT,4650.80,3432.50,3302.00
Hawaii,2018,LAT,4351.60,3432.50,3302.00
Hawaii,2017,MVT,763.20,3432.50,3302.00
Hawaii,2018,MVT,791.60,3432.50,3302.00
Oregon,2017,MNM,5.40,3240.80,3228.80
Oregon,2018,MNM,5.60,3240.80,3228.80
Oregon,2017,RRD,82.00,3240.80,3228.80
Oregon,2018,RRD,84.00,3240.80,3228.80
Oregon,2017,ROB,107.40,3240.80,3228.80
Oregon,2018,ROB,111.20,3240.80,3228.80
Oregon,2017,AGA,335.80,3240.80,3228.80
Oregon,2018,AGA,328.20,3240.80,3228.80
Oregon,2017,BUR,921.40,3240.80,3228.80
Oregon,2018,BUR,824.00,3240.80,3228.80
Oregon,2017,LAT,4498.00,3240.80,3228.80
Oregon,2018,LAT,4460.00,3240.80,3228.80
Oregon,2017,MVT,531.60,3240.80,3228.80
Oregon,2018,MVT,644.60,3240.80,3228.80
Washington,2017,MNM,6.00,3770.50,3796.20
Washington,2018,MNM,5.40,3770.50,3796.20
Washington,2017,RRD,77.60,3770.50,3796.20
Washington,2018,RRD,84.40,3770.50,3796.20
Washington,2017,ROB,152.20,3770.50,3796.20
Washington,2018,ROB,155.00,3770.50,3796.20
Washington,2017,AGA,336.80,3770.50,3796.20
Washington,2018,AGA,359.40,3770.50,3796.20
Washington,2017,BUR,1427.80,3770.50,3796.20
Washington,2018,BUR,1349.60,3770.50,3796.20
Washington,2017,LAT,4787.40,3770.50,3796.20
Washington,2018,LAT,4752.60,3770.50,3796.20
Washington,2017,MVT,753.20,3770.50,3796.20
Washington,2018,MVT,886.00,3770.50,3796.20
Puerto Rico,2017,MNM,33.60,1305.60,1256.00
Puerto Rico,2018,MNM,39.80,1305.60,1256.00
Puerto Rico,2017,RRD,9.60,1305.60,1256.00
Puerto Rico,2018,RRD,10.00,1305.60,1256.00
Puerto Rico,2017,ROB,234.40,1305.60,1256.00
Puerto Rico,2018,ROB,187.60,1305.60,1256.00
Puerto Rico,2017,AGA,161.80,1305.60,1256.00
Puerto Rico,2018,AGA,210.80,1305.60,1256.00
Puerto Rico,2017,BUR,526.80,1305.60,1256.00
Puerto Rico,2018,BUR,483.80,1305.60,1256.00
Puerto Rico,2017,LAT,1410.40,1305.60,1256.00
Puerto Rico,2018,LAT,1358.00,1305.60,1256.00
Puerto Rico,2017,MVT,234.60,1305.60,1256.00
Puerto Rico,2018,MVT,222.00,1305.60,1256.00
